#node	identifier	node_degree
POLR2A	9606.ENSP00000461879	65
POLR3B	9606.ENSP00000228347	61
POLR3H	9606.ENSP00000347345	9
POMGNT1	9606.ENSP00000361060	23
POMGNT2	9606.ENSP00000344125	17
POMK	9606.ENSP00000331258	18
POMT1	9606.ENSP00000361302	28
POMT2	9606.ENSP00000261534	24
POR	9606.ENSP00000419970	11
PORCN	9606.ENSP00000322304	5
PPP1R12A	9606.ENSP00000389168	10
PPP1R15B	9606.ENSP00000356156	4
PPP2CA	9606.ENSP00000418447	40
PPP2R1A	9606.ENSP00000324804	35
PPP3CA	9606.ENSP00000378323	8
PPT1	9606.ENSP00000493153	15
PQBP1	9606.ENSP00000498362	8
PRDX1	9606.ENSP00000262746	17
PRKD1	9606.ENSP00000390535	8
PRKDC	9606.ENSP00000313420	72
PRMT7	9606.ENSP00000343103	6
PRSS12	9606.ENSP00000296498	3
PRUNE1	9606.ENSP00000271620	1
PSAP	9606.ENSP00000378394	11
PSAT1	9606.ENSP00000365773	32
PSMC3IP	9606.ENSP00000377384	8
PSMD12	9606.ENSP00000348442	27
PSPH	9606.ENSP00000378854	23
PTCH1	9606.ENSP00000332353	31
PTDSS1	9606.ENSP00000430548	4
PTEN	9606.ENSP00000361021	106
PTF1A	9606.ENSP00000365687	10
PTPN23	9606.ENSP00000265562	6
PTRH2	9606.ENSP00000387180	6
PTS	9606.ENSP00000280362	14
PUF60	9606.ENSP00000434359	11
PURA	9606.ENSP00000332706	7
PUS1	9606.ENSP00000365837	20
PUS3	9606.ENSP00000227474	14
PUS7	9606.ENSP00000417402	18
PYCR1	9606.ENSP00000384949	16
PYCR2	9606.ENSP00000342502	7
QARS1	9606.ENSP00000307567	61
QDPR	9606.ENSP00000281243	14
QRICH1	9606.ENSP00000378830	11
RAB11A	9606.ENSP00000261890	71
RAB11B	9606.ENSP00000333547	10
RAB18	9606.ENSP00000478479	8
RAB3GAP1	9606.ENSP00000411418	13
RAB3GAP2	9606.ENSP00000351832	18
RAC1	9606.ENSP00000348461	40
RAD21	9606.ENSP00000297338	58
RAD50	9606.ENSP00000368100	38
RAD51	9606.ENSP00000493712	117
RAD51C	9606.ENSP00000336701	59
RAI1	9606.ENSP00000323074	2
RARS1	9606.ENSP00000231572	54
RARS2	9606.ENSP00000358549	53
RBBP8	9606.ENSP00000382628	55
RBM28	9606.ENSP00000223073	19
RBPJ	9606.ENSP00000345206	32
RELN	9606.ENSP00000392423	21
REN	9606.ENSP00000272190	11
RERE	9606.ENSP00000338629	9
RFT1	9606.ENSP00000296292	3
RFWD3	9606.ENSP00000354361	28
RHOBTB2	9606.ENSP00000427926	1
RIPK4	9606.ENSP00000332454	11
RIPPLY2	9606.ENSP00000358703	5
RLIM	9606.ENSP00000328059	12
RNASEH2A	9606.ENSP00000221486	48
RNASEH2B	9606.ENSP00000337623	16
RNASEH2C	9606.ENSP00000308193	8
RNASET2	9606.ENSP00000426455	1
RNF113A	9606.ENSP00000360497	10
RNF13	9606.ENSP00000341361	0
RNF168	9606.ENSP00000320898	33
RPGRIP1L	9606.ENSP00000493946	27
RPL10	9606.ENSP00000413436	50
RPL11	9606.ENSP00000496250	85
RPL15	9606.ENSP00000309334	50
RPL18	9606.ENSP00000447001	55
RPL26	9606.ENSP00000463784	64
RPL35	9606.ENSP00000259469	65
RPL35A	9606.ENSP00000495672	48
RPL5	9606.ENSP00000359345	90
RPS10	9606.ENSP00000481646	45
RPS15A	9606.ENSP00000318646	47
RPS17	9606.ENSP00000498019	43
RPS19	9606.ENSP00000470972	55
RPS20	9606.ENSP00000429374	76
RPS23	9606.ENSP00000296674	68
RPS24	9606.ENSP00000414321	54
RPS26	9606.ENSP00000348849	47
RPS28	9606.ENSP00000472469	54
RPS29	9606.ENSP00000379339	56
RPS6KA3	9606.ENSP00000368884	20
RPS7	9606.ENSP00000495273	50
RREB1	9606.ENSP00000369270	5
RRM2B	9606.ENSP00000251810	25
RSPRY1	9606.ENSP00000443176	1
RSRC1	9606.ENSP00000481697	36
RTEL1	9606.ENSP00000353332	43
RTTN	9606.ENSP00000491507	22
RUSC2	9606.ENSP00000393922	8
RXYLT1	9606.ENSP00000261234	17
SALL1	9606.ENSP00000251020	11
SALL4	9606.ENSP00000217086	24
SAMD9L	9606.ENSP00000326247	6
SAMHD1	9606.ENSP00000493536	13
SARS1	9606.ENSP00000358939	35
SASS6	9606.ENSP00000287482	34
SATB1	9606.ENSP00000399518	13
SATB2	9606.ENSP00000401112	26
SBF1	9606.ENSP00000370196	8
SC5D	9606.ENSP00000264027	8
SCN1A	9606.ENSP00000303540	48
SCN1B	9606.ENSP00000396915	27
SCN2A	9606.ENSP00000490107	57
SCN3A	9606.ENSP00000283254	15
SCN8A	9606.ENSP00000346534	36
SCUBE3	9606.ENSP00000274938	1
SCYL2	9606.ENSP00000489123	1
SDHD	9606.ENSP00000364699	41
SEC24C	9606.ENSP00000343405	8
SELENOI	9606.ENSP00000260585	6
SEPSECS	9606.ENSP00000371535	14
SERAC1	9606.ENSP00000496731	6
SET	9606.ENSP00000361777	19
SF3B4	9606.ENSP00000271628	11
SGPL1	9606.ENSP00000362298	15
SHANK3	9606.ENSP00000489407	31
SHH	9606.ENSP00000297261	68
SHMT2	9606.ENSP00000333667	58
SHROOM4	9606.ENSP00000365188	5
SIGMAR1	9606.ENSP00000277010	19
SIK1	9606.ENSP00000270162	0
SIL1	9606.ENSP00000265195	44
SIN3A	9606.ENSP00000378402	65
SIX3	9606.ENSP00000260653	24
SKI	9606.ENSP00000367797	4
SLC12A2	9606.ENSP00000262461	10
SLC12A5	9606.ENSP00000387694	24
SLC12A6	9606.ENSP00000346112	4
SLC13A5	9606.ENSP00000406220	2
SLC16A2	9606.ENSP00000465734	11
SLC18A2	9606.ENSP00000496339	6
SLC1A2	9606.ENSP00000278379	28
SLC1A4	9606.ENSP00000234256	10
SLC20A2	9606.ENSP00000429754	4
SLC25A1	9606.ENSP00000215882	14
SLC25A19	9606.ENSP00000385312	20
SLC25A20	9606.ENSP00000326305	7
SLC25A22	9606.ENSP00000322020	16
SLC25A24	9606.ENSP00000457733	22
SLC2A1	9606.ENSP00000416293	37
SLC30A10	9606.ENSP00000355893	3
SLC35A1	9606.ENSP00000358565	6
SLC35A2	9606.ENSP00000416002	11
SLC35A3	9606.ENSP00000359172	2
SLC35C1	9606.ENSP00000313318	15
SLC39A14	9606.ENSP00000370635	2
SLC45A1	9606.ENSP00000418096	3
SLC5A6	9606.ENSP00000310208	2
SLC6A1	9606.ENSP00000494136	26
SLC6A8	9606.ENSP00000253122	8
SLC6A9	9606.ENSP00000353791	2
SLC9A6	9606.ENSP00000359729	14
SLX4	9606.ENSP00000294008	66
SMAD4	9606.ENSP00000341551	66
SMARCA2	9606.ENSP00000371638	49
SMARCA4	9606.ENSP00000343896	95
SMARCB1	9606.ENSP00000340883	58
SMARCC2	9606.ENSP00000449396	47
SMARCD1	9606.ENSP00000378414	24
SMARCE1	9606.ENSP00000323967	29
SMC1A	9606.ENSP00000323421	59
SMC3	9606.ENSP00000354720	64
SMG9	9606.ENSP00000270066	2
SMPD4	9606.ENSP00000386531	7
SNAI2	9606.ENSP00000020945	31
SNAP29	9606.ENSP00000215730	23
SNRPB	9606.ENSP00000412566	26
SOX11	9606.ENSP00000322568	20
SOX2	9606.ENSP00000323588	111
SOX4	9606.ENSP00000244745	13
SOX5	9606.ENSP00000398273	11
SP110	9606.ENSP00000258381	8
SPART	9606.ENSP00000414147	9
SPATA5	9606.ENSP00000274008	3
SPG11	9606.ENSP00000261866	26
SPIDR	9606.ENSP00000297423	19
SPOP	9606.ENSP00000377001	20
SPR	9606.ENSP00000234454	7
SPTAN1	9606.ENSP00000487444	41
SSR4	9606.ENSP00000317331	5
ST3GAL3	9606.ENSP00000493823	4
ST3GAL5	9606.ENSP00000491316	8
STAC3	9606.ENSP00000329200	7
STAG1	9606.ENSP00000372689	18
STAG2	9606.ENSP00000218089	43
STAMBP	9606.ENSP00000377633	11
STAT5B	9606.ENSP00000293328	31
STIL	9606.ENSP00000360944	46
STT3A	9606.ENSP00000376472	37
STT3B	9606.ENSP00000295770	37
STXBP1	9606.ENSP00000362399	43
SUCLA2	9606.ENSP00000494360	46
SUCLG1	9606.ENSP00000377446	64
SUMF1	9606.ENSP00000272902	1
SVBP	9606.ENSP00000361599	5
SYNGAP1	9606.ENSP00000496007	25
SYNJ1	9606.ENSP00000409667	25
SZT2	9606.ENSP00000457168	3
TAF1	9606.ENSP00000406549	56
TAF13	9606.ENSP00000355051	13
TAF2	9606.ENSP00000367406	20
TAF6	9606.ENSP00000399982	20
TANC2	9606.ENSP00000387593	2
TANGO2	9606.ENSP00000403645	3
TAOK1	9606.ENSP00000261716	7
TAPT1	9606.ENSP00000385347	2
TARS1	9606.ENSP00000387710	33
TASP1	9606.ENSP00000338624	5
TAT	9606.ENSP00000348234	15
TBC1D20	9606.ENSP00000346139	7
TBC1D23	9606.ENSP00000377700	6
TBC1D24	9606.ENSP00000494678	13
TBCD	9606.ENSP00000347719	16
TBCE-2	9606.ENSP00000495202	15
TBCK	9606.ENSP00000378198	7
TBL1XR1	9606.ENSP00000405574	23
TBX1	9606.ENSP00000331791	6
TBX6	9606.ENSP00000378650	22
TCF20	9606.ENSP00000352463	7
TCF4	9606.ENSP00000381382	14
TCTN1	9606.ENSP00000380779	23
TCTN2	9606.ENSP00000304941	21
TCTN3	9606.ENSP00000483364	21
TDGF1	9606.ENSP00000296145	12
TDP2	9606.ENSP00000367440	11
TECPR2	9606.ENSP00000352510	21
TECR	9606.ENSP00000215567	3
TELO2	9606.ENSP00000262319	13
TERT	9606.ENSP00000309572	69
TET3	9606.ENSP00000386869	11
TFAP2A	9606.ENSP00000501092	23
TGIF1	9606.ENSP00000327959	8
THOC2	9606.ENSP00000245838	22
THOC6	9606.ENSP00000326531	6
TIMMDC1	9606.ENSP00000418803	35
TINF2	9606.ENSP00000267415	25
TLK2	9606.ENSP00000316512	9
TMCO1	9606.ENSP00000480514	10
TMEM107	9606.ENSP00000314116	14
TMEM126B	9606.ENSP00000351737	31
TMEM165	9606.ENSP00000370736	12
TMEM216	9606.ENSP00000334844	20
TMEM231	9606.ENSP00000258173	18
TMEM237	9606.ENSP00000386264	17
TMEM260	9606.ENSP00000261556	16
TMEM67	9606.ENSP00000389998	21
TMEM70	9606.ENSP00000312599	27
TMTC3	9606.ENSP00000266712	3
TMX2	9606.ENSP00000278422	0
TNIK	9606.ENSP00000399511	4
TNRC6B	9606.ENSP00000401946	26
TOE1	9606.ENSP00000361162	12
TOP3A	9606.ENSP00000321636	53
TOR1A	9606.ENSP00000345719	7
TP53	9606.ENSP00000269305	246
TP53RK	9606.ENSP00000361186	10
TPP1	9606.ENSP00000299427	13
TPRKB	9606.ENSP00000325398	5
TRAIP	9606.ENSP00000328203	18
TRAK1	9606.ENSP00000328998	10
TRAPPC11	9606.ENSP00000335371	18
TRAPPC12	9606.ENSP00000324318	7
TRAPPC2L	9606.ENSP00000457728	10
TRAPPC4	9606.ENSP00000436005	12
TRAPPC6B	9606.ENSP00000330289	12
TRAPPC9	9606.ENSP00000373979	18
TREX1	9606.ENSP00000486676	7
TRIM8	9606.ENSP00000496301	3
TRIO	9606.ENSP00000339299	5
TRIP12	9606.ENSP00000373696	41
TRIP13	9606.ENSP00000166345	43
TRIT1	9606.ENSP00000321810	27
TRMT1	9606.ENSP00000466967	16
TRMT10A	9606.ENSP00000273962	16
TRPM3	9606.ENSP00000366314	3
TRPM4	9606.ENSP00000252826	13
TRRAP	9606.ENSP00000352925	44
TSEN15	9606.ENSP00000355299	6
TSEN2	9606.ENSP00000284995	13
TSEN34	9606.ENSP00000397402	13
TSEN54	9606.ENSP00000327487	13
TSR2	9606.ENSP00000364293	24
TTI2	9606.ENSP00000478396	4
TUBA1A	9606.ENSP00000439020	44
TUBB	9606.ENSP00000339001	44
TUBB2B	9606.ENSP00000259818	25
TUBB3	9606.ENSP00000320295	34
TUBB4A	9606.ENSP00000264071	29
TUBG1	9606.ENSP00000251413	35
TUBGCP2	9606.ENSP00000446093	14
TUBGCP4	9606.ENSP00000260383	15
TUBGCP6	9606.ENSP00000248846	21
TUFM	9606.ENSP00000322439	84
TUSC3	9606.ENSP00000424544	11
TXN2	9606.ENSP00000216185	20
TXNDC15	9606.ENSP00000351157	2
UBA5	9606.ENSP00000348565	8
UBE2T	9606.ENSP00000494957	53
UBE3A	9606.ENSP00000497594	32
UBE3B	9606.ENSP00000340596	2
UBR1	9606.ENSP00000290650	15
UBTF	9606.ENSP00000302640	21
UFC1	9606.ENSP00000356982	4
UFM1	9606.ENSP00000368970	6
UGDH	9606.ENSP00000319501	28
UGP2	9606.ENSP00000338703	10
UNC80	9606.ENSP00000391088	6
UPB1	9606.ENSP00000324343	6
UQCRC2	9606.ENSP00000268379	49
USP18	9606.ENSP00000215794	10
USP7	9606.ENSP00000343535	58
VAC14	9606.ENSP00000261776	7
VARS1	9606.ENSP00000364815	64
VARS2	9606.ENSP00000441000	38
VIPAS39	9606.ENSP00000452181	7
VPS11	9606.ENSP00000481126	14
VPS13B	9606.ENSP00000351346	6
VPS13D	9606.ENSP00000478104	4
VPS33A	9606.ENSP00000267199	11
VPS33B	9606.ENSP00000327650	7
VPS37A	9606.ENSP00000318629	13
VPS51	9606.ENSP00000279281	11
VPS53	9606.ENSP00000401435	19
WASHC4	9606.ENSP00000484713	2
WDFY3	9606.ENSP00000295888	14
WDR26	9606.ENSP00000498603	12
WDR37	9606.ENSP00000263150	6
WDR4	9606.ENSP00000381266	24
WDR45B	9606.ENSP00000376139	2
WDR62	9606.ENSP00000384792	42
WDR73	9606.ENSP00000387982	12
WWOX	9606.ENSP00000457230	31
XPA	9606.ENSP00000364270	50
XPC	9606.ENSP00000285021	36
XPR1	9606.ENSP00000356562	8
XRCC2	9606.ENSP00000352271	49
XRCC4	9606.ENSP00000421491	35
XYLT1	9606.ENSP00000261381	6
YARS2	9606.ENSP00000320658	38
YIF1B	9606.ENSP00000343435	2
YIPF5	9606.ENSP00000274496	7
YWHAG	9606.ENSP00000306330	31
ZBTB11	9606.ENSP00000326200	2
ZBTB16	9606.ENSP00000338157	17
ZBTB18	9606.ENSP00000351539	4
ZC3H14	9606.ENSP00000251038	8
ZC4H2	9606.ENSP00000363972	4
ZEB2	9606.ENSP00000487174	17
ZIC1	9606.ENSP00000282928	15
ZIC2	9606.ENSP00000365514	21
ZMIZ1	9606.ENSP00000334474	7
ZMYND11	9606.ENSP00000371003	8
ZNF148	9606.ENSP00000353863	5
ZNF292	9606.ENSP00000358590	12
ZNF335	9606.ENSP00000325326	21
ZNHIT3	9606.ENSP00000484687	2
ZSWIM6	9606.ENSP00000252744	0
